날짜,지점명,담당자명,병원명,segment,activities,품목,품목규격,처방수량,처방금액,월
2025-01-30,충청지점,충청지점_사원6,마포_D_병원_2,일반의원,피드백,베라스트정,600mg,19,11970,1
2025-01-13,대구지점,대구지점_사원2,둔산_A_병원_10,종합병원,피드백,인장캡슐,200mg,202,248460,1
2025-01-13,대구지점,대구지점_사원2,둔산_A_병원_10,종합병원,피드백,베라스트정,600mg,143,90090,1
2025-01-09,광주지점,광주지점_사원3,둔산_C_병원_2,일반의원,컨택,베라스트정,600mg,24,15120,1
2025-01-22,대구지점,대구지점_사원7,춘천_C_병원_3,상급종합,대면,베라스트정,600mg,183,115290,1
2025-01-22,대구지점,대구지점_사원7,춘천_C_병원_3,상급종합,대면,벨로정,2.5mg,755,264250,1
2025-01-13,서울2본부,서울2본부_사원1,송파_B_병원_8,상급종합,PT,포트폴듀오정,250mg,209,110770,1
2025-01-29,서울2본부,서울2본부_사원2,서초_C_병원_7,상급종합,컨택,포트폴듀오정,100mg,115,37950,1
2025-01-20,경기북부,경기북부_사원3,상무_D_병원_8,상급종합,대면,포트폴듀오정,100mg,652,215160,1
2025-01-20,경기북부,경기북부_사원3,상무_D_병원_8,상급종합,대면,데이터패치,10매,476,1428000,1
2025-01-28,부산지점,부산지점_사원7,마포_C_병원_5,종합병원,니즈환기,인장캡슐,400mg,153,328185,1
2025-01-28,부산지점,부산지점_사원7,마포_C_병원_5,종합병원,니즈환기,담솔정,10mg,178,151656,1
2025-01-07,강원지점,강원지점_1팀장,마포_A_병원_2,일반의원,클로징,베라스트정,300mg,40,21200,1
2025-01-16,대구지점,대구지점_1팀장,상무_A_병원_8,상급종합,컨택,베라스트정,300mg,717,380010,1
2025-01-16,대구지점,대구지점_1팀장,상무_A_병원_8,상급종합,컨택,인장캡슐,400mg,468,1003860,1
2025-01-31,경기남부,경기남부_1팀장,강남_B_병원_8,상급종합,PT,베라스트정,600mg,367,231210,1
2025-01-06,서울2본부,서울2본부_사원6,해운대_C_병원_1,상급종합,대면,포트폴듀오정,250mg,558,295740,1
2025-01-19,충청지점,충청지점_1팀장,송파_C_병원_5,상급종합,대면,벨로정,2.5mg,397,138950,1
2025-01-19,충청지점,충청지점_1팀장,송파_C_병원_5,상급종합,대면,담솔정,10mg,249,212148,1
2025-01-22,충청지점,충청지점_사원7,강남_D_병원_7,상급종합,대면,베라스트정,600mg,736,463680,1
2025-01-22,충청지점,충청지점_사원7,강남_D_병원_7,상급종합,대면,벨로정,2.5mg,743,260050,1
2025-01-31,경기북부,경기북부_사원6,둔산_A_병원_5,일반의원,니즈환기,아키정,100mg,38,57000,1
2025-01-31,경기북부,경기북부_사원6,둔산_A_병원_5,일반의원,니즈환기,인장캡슐,400mg,30,64350,1
2025-01-18,경기북부,경기북부_사원2,서초_C_병원_4,종합병원,클로징,포트폴듀오정,250mg,31,16430,1
2025-01-18,대구지점,대구지점_1팀장,수성구_D_병원_9,일반의원,시연,인장캡슐,400mg,26,55770,1
2025-01-18,대구지점,대구지점_1팀장,수성구_D_병원_9,일반의원,시연,베라스트정,300mg,13,6890,1
2025-01-04,대구지점,대구지점_사원6,송파_A_병원_5,종합병원,클로징,아키정,250mg,82,262400,1
2025-01-09,대구지점,대구지점_사원2,마포_D_병원_8,상급종합,클로징,베라스트정,600mg,163,102690,1
2025-01-09,대구지점,대구지점_사원2,마포_D_병원_8,상급종합,클로징,아키정,250mg,704,2252800,1
2025-01-01,광주지점,광주지점_1팀장,춘천_C_병원_9,종합병원,클로징,벨로정,2.5mg,244,85400,1
2025-01-01,광주지점,광주지점_1팀장,춘천_C_병원_9,종합병원,클로징,베라스트정,600mg,166,104580,1
2025-01-13,대전지점,대전지점_사원6,강남_D_병원_7,일반의원,피드백,담솔정,5mg,14,7210,1
2025-01-24,충청지점,충청지점_사원4,둔산_A_병원_3,종합병원,니즈환기,포트폴듀오정,100mg,216,71280,1
2025-01-24,충청지점,충청지점_사원4,둔산_A_병원_3,종합병원,니즈환기,베라스트정,600mg,122,76860,1
2025-01-06,경기남부,경기남부_사원4,춘천_D_병원_10,상급종합,시연,인장캡슐,200mg,473,581790,1
2025-01-06,경기남부,경기남부_사원4,춘천_D_병원_10,상급종합,시연,포트폴듀오정,250mg,684,362520,1
2025-01-21,부산지점,부산지점_1팀장,상무_A_병원_8,일반의원,피드백,벨로정,2.5mg,23,8050,1
2025-01-21,대구지점,대구지점_사원7,서초_B_병원_1,상급종합,컨택,벨로정,2.5mg,349,122150,1
2025-01-30,충청지점,충청지점_사원5,강남_A_병원_1,상급종합,니즈환기,포트폴듀오정,250mg,548,290440,1
2025-01-30,충청지점,충청지점_사원5,강남_A_병원_1,상급종합,니즈환기,포트폴듀오정,150mg,760,326800,1
2025-01-18,충청지점,충청지점_사원4,둔산_A_병원_10,상급종합,PT,담솔정,10mg,337,287124,1
2025-01-18,충청지점,충청지점_사원4,둔산_A_병원_10,상급종합,PT,베라스트정,300mg,311,164830,1
2025-01-11,광주지점,광주지점_사원2,해운대_B_병원_8,종합병원,시연,데이터패치,10매,263,789000,1
2025-01-11,광주지점,광주지점_사원2,해운대_B_병원_8,종합병원,시연,아키정,250mg,288,921600,1
2025-01-02,대전지점,대전지점_사원1,마포_A_병원_9,상급종합,컨택,담솔정,10mg,385,328020,1
2025-01-13,충청지점,충청지점_사원1,수성구_C_병원_9,종합병원,PT,베라스트정,300mg,145,76850,1
2025-01-12,대구지점,대구지점_사원3,수원_A_병원_1,일반의원,PT,포트폴듀오정,150mg,40,17200,1
2025-01-12,대구지점,대구지점_사원3,수원_A_병원_1,일반의원,PT,베라스트정,300mg,32,16960,1
2025-01-13,대전지점,대전지점_사원4,서초_B_병원_8,일반의원,PT,담솔정,10mg,12,10224,1
2025-01-13,대전지점,대전지점_사원4,서초_B_병원_8,일반의원,PT,담솔정,5mg,11,5665,1
2025-01-31,서울1본부,서울1본부_사원6,서초_D_병원_4,일반의원,시연,포트폴듀오정,250mg,6,3180,1
2025-01-31,서울1본부,서울1본부_사원6,서초_D_병원_4,일반의원,시연,아키정,250mg,10,32000,1
2025-01-22,경기남부,경기남부_사원7,마포_D_병원_3,종합병원,클로징,포트폴듀오정,50mg,278,63940,1
2025-01-22,경기남부,경기남부_사원7,마포_D_병원_3,종합병원,클로징,베라스트정,300mg,38,20140,1
2025-01-11,광주지점,광주지점_사원6,해운대_B_병원_1,일반의원,피드백,담솔정,5mg,24,12360,1
2025-01-19,대전지점,대전지점_사원3,서초_C_병원_7,상급종합,PT,포트폴듀오정,100mg,266,87780,1
2025-01-19,대전지점,대전지점_사원3,서초_C_병원_7,상급종합,PT,베라스트정,600mg,122,76860,1
2025-01-21,서울1본부,서울1본부_사원7,상무_C_병원_2,상급종합,니즈환기,담솔정,5mg,247,127205,1
2025-01-20,경기북부,경기북부_사원7,송파_C_병원_6,상급종합,접근,포트폴듀오정,50mg,375,86250,1
2025-01-20,경기북부,경기북부_사원7,송파_C_병원_6,상급종합,접근,베라스트정,300mg,748,396440,1
2025-01-31,대전지점,대전지점_사원6,서초_A_병원_9,일반의원,접근,포트폴듀오정,100mg,9,2970,1
2025-01-31,대전지점,대전지점_사원6,서초_A_병원_9,일반의원,접근,담솔정,5mg,38,19570,1
2025-01-25,광주지점,광주지점_사원5,상무_B_병원_3,일반의원,피드백,인장캡슐,200mg,46,56580,1
2025-01-25,광주지점,광주지점_사원5,상무_B_병원_3,일반의원,피드백,아키정,100mg,27,40500,1
2025-01-29,경기북부,경기북부_사원2,송파_D_병원_6,종합병원,컨택,벨로정,2.5mg,178,62300,1
2025-01-08,강원지점,강원지점_사원3,수원_B_병원_6,종합병원,피드백,담솔정,5mg,50,25750,1
2025-01-13,경기북부,경기북부_사원2,수성구_B_병원_7,종합병원,클로징,담솔정,5mg,263,135445,1
2025-01-28,광주지점,광주지점_사원4,강남_D_병원_7,일반의원,PT,인장캡슐,200mg,49,60270,1
2025-01-28,광주지점,광주지점_사원4,강남_D_병원_7,일반의원,PT,담솔정,5mg,35,18025,1
2025-01-22,강원지점,강원지점_사원1,수성구_D_병원_7,일반의원,대면,포트폴듀오정,100mg,5,1650,1
2025-01-22,강원지점,강원지점_사원1,수성구_D_병원_7,일반의원,대면,포트폴듀오정,50mg,11,2530,1
2025-01-23,충청지점,충청지점_사원6,서초_A_병원_6,일반의원,니즈환기,포트폴듀오정,150mg,42,18060,1
2025-01-23,충청지점,충청지점_사원6,서초_A_병원_6,일반의원,니즈환기,담솔정,5mg,37,19055,1
2025-01-05,서울1본부,서울1본부_사원3,수성구_A_병원_8,종합병원,컨택,포트폴듀오정,250mg,244,129320,1
2025-01-30,부산지점,부산지점_사원6,송파_C_병원_5,일반의원,PT,데이터패치,10매,23,69000,1
2025-01-05,대구지점,대구지점_1팀장,서초_C_병원_9,상급종합,접근,담솔정,10mg,379,322908,1
2025-01-05,대구지점,대구지점_1팀장,서초_C_병원_9,상급종합,접근,아키정,100mg,277,415500,1
2025-01-21,대전지점,대전지점_사원5,강남_B_병원_3,일반의원,니즈환기,포트폴듀오정,250mg,29,15370,1
2025-01-21,대전지점,대전지점_사원5,강남_B_병원_3,일반의원,니즈환기,포트폴듀오정,50mg,7,1610,1
2025-01-16,대전지점,대전지점_사원7,춘천_D_병원_1,일반의원,PT,인장캡슐,400mg,37,79365,1
2025-01-09,서울2본부,서울2본부_사원2,춘천_B_병원_1,일반의원,PT,포트폴듀오정,100mg,35,11550,1
2025-01-10,경기북부,경기북부_사원6,상무_D_병원_8,상급종합,클로징,인장캡슐,400mg,542,1162590,1
2025-01-20,강원지점,강원지점_사원3,강남_C_병원_4,상급종합,니즈환기,인장캡슐,400mg,196,420420,1
2025-01-20,강원지점,강원지점_사원3,강남_C_병원_4,상급종합,니즈환기,아키정,100mg,209,313500,1
2025-01-08,강원지점,강원지점_사원4,상무_C_병원_1,종합병원,PT,아키정,100mg,221,331500,1
2025-01-08,강원지점,강원지점_사원4,상무_C_병원_1,종합병원,PT,인장캡슐,400mg,237,508365,1
2025-01-01,광주지점,광주지점_사원2,수성구_B_병원_1,종합병원,클로징,포트폴듀오정,250mg,207,109710,1
2025-01-01,광주지점,광주지점_사원2,수성구_B_병원_1,종합병원,클로징,데이터패치,10매,137,411000,1
2025-01-04,광주지점,광주지점_사원6,수원_D_병원_2,일반의원,니즈환기,아키정,100mg,48,72000,1
2025-01-04,광주지점,광주지점_사원6,수원_D_병원_2,일반의원,니즈환기,벨로정,2.5mg,30,10500,1
2025-01-06,서울2본부,서울2본부_사원2,송파_D_병원_4,일반의원,PT,인장캡슐,400mg,26,55770,1
2025-01-06,서울2본부,서울2본부_사원2,송파_D_병원_4,일반의원,PT,담솔정,5mg,35,18025,1
2025-01-21,대구지점,대구지점_사원4,수성구_D_병원_7,일반의원,PT,인장캡슐,200mg,47,57810,1
2025-01-18,경기남부,경기남부_사원5,송파_A_병원_8,종합병원,대면,데이터패치,10매,233,699000,1
2025-01-05,서울1본부,서울1본부_사원7,수성구_B_병원_1,일반의원,시연,인장캡슐,400mg,9,19305,1
2025-01-22,부산지점,부산지점_사원6,서초_B_병원_2,일반의원,접근,포트폴듀오정,100mg,10,3300,1
2025-01-17,충청지점,충청지점_사원1,상무_B_병원_7,일반의원,니즈환기,인장캡슐,200mg,50,61500,1
2025-01-17,충청지점,충청지점_사원1,상무_B_병원_7,일반의원,니즈환기,인장캡슐,400mg,17,36465,1
2025-01-14,부산지점,부산지점_사원3,해운대_D_병원_8,종합병원,PT,베라스트정,300mg,287,152110,1
2025-01-30,서울1본부,서울1본부_사원3,수성구_B_병원_1,일반의원,니즈환기,포트폴듀오정,100mg,12,3960,1
2025-01-23,대전지점,대전지점_사원1,수원_B_병원_5,상급종합,컨택,데이터패치,10매,183,549000,1
2025-01-07,대구지점,대구지점_사원6,서초_D_병원_3,일반의원,클로징,데이터패치,10매,16,48000,1
2025-01-29,강원지점,강원지점_사원4,마포_D_병원_1,일반의원,대면,아키정,100mg,11,16500,1
2025-01-29,강원지점,강원지점_사원4,마포_D_병원_1,일반의원,대면,베라스트정,600mg,12,7560,1
2025-01-29,대구지점,대구지점_사원1,서초_A_병원_6,상급종합,클로징,아키정,250mg,484,1548800,1
2025-01-29,대구지점,대구지점_사원1,서초_A_병원_6,상급종합,클로징,인장캡슐,200mg,738,907740,1
2025-01-11,서울1본부,서울1본부_사원4,상무_B_병원_10,상급종합,시연,아키정,100mg,628,942000,1
2025-01-11,서울1본부,서울1본부_사원4,상무_B_병원_10,상급종합,시연,베라스트정,600mg,263,165690,1
2025-01-02,충청지점,충청지점_1팀장,춘천_B_병원_5,상급종합,접근,벨로정,2.5mg,603,211050,1
2025-01-29,부산지점,부산지점_사원3,송파_C_병원_8,상급종합,접근,아키정,250mg,205,656000,1
2025-01-13,대구지점,대구지점_사원1,송파_B_병원_7,상급종합,대면,인장캡슐,400mg,664,1424280,1
2025-01-13,대구지점,대구지점_사원1,송파_B_병원_7,상급종합,대면,아키정,250mg,676,2163200,1
2025-01-15,경기남부,경기남부_사원5,해운대_C_병원_10,상급종합,피드백,인장캡슐,400mg,606,1299870,1
2025-01-15,경기남부,경기남부_사원5,해운대_C_병원_10,상급종합,피드백,베라스트정,300mg,535,283550,1
2025-01-17,서울2본부,서울2본부_1팀장,해운대_B_병원_1,상급종합,시연,담솔정,10mg,737,627924,1
2025-01-30,부산지점,부산지점_1팀장,강남_D_병원_1,상급종합,컨택,벨로정,2.5mg,693,242550,1
2025-01-30,부산지점,부산지점_1팀장,강남_D_병원_1,상급종합,컨택,베라스트정,600mg,164,103320,1
2025-01-09,경기남부,경기남부_사원3,상무_B_병원_5,일반의원,시연,벨로정,2.5mg,5,1750,1
2025-01-14,경기북부,경기북부_사원3,송파_C_병원_2,종합병원,시연,아키정,100mg,84,126000,1
2025-01-14,경기북부,경기북부_사원3,송파_C_병원_2,종합병원,시연,포트폴듀오정,250mg,192,101760,1
2025-01-29,강원지점,강원지점_사원1,마포_A_병원_9,일반의원,접근,벨로정,2.5mg,28,9800,1
2025-01-29,강원지점,강원지점_사원1,마포_A_병원_9,일반의원,접근,데이터패치,10매,50,150000,1
2025-01-18,서울1본부,서울1본부_사원1,서초_B_병원_3,일반의원,시연,아키정,100mg,41,61500,1
2025-01-06,경기북부,경기북부_사원7,강남_D_병원_3,종합병원,대면,벨로정,2.5mg,114,39900,1
2025-01-06,경기북부,경기북부_사원7,강남_D_병원_3,종합병원,대면,담솔정,5mg,123,63345,1
2025-01-18,경기북부,경기북부_사원3,춘천_A_병원_9,일반의원,니즈환기,담솔정,5mg,26,13390,1
2025-01-18,경기북부,경기북부_사원3,춘천_A_병원_9,일반의원,니즈환기,포트폴듀오정,150mg,41,17630,1
2025-01-09,대전지점,대전지점_1팀장,해운대_A_병원_6,종합병원,니즈환기,포트폴듀오정,150mg,199,85570,1
2025-01-04,서울2본부,서울2본부_사원7,상무_B_병원_9,일반의원,컨택,포트폴듀오정,50mg,30,6900,1
2025-01-26,서울1본부,서울1본부_사원6,마포_C_병원_3,종합병원,컨택,포트폴듀오정,50mg,125,28750,1
2025-01-26,서울1본부,서울1본부_사원6,마포_C_병원_3,종합병원,컨택,담솔정,10mg,83,70716,1
2025-01-26,서울2본부,서울2본부_사원5,강남_C_병원_3,종합병원,접근,담솔정,5mg,135,69525,1
2025-01-26,서울2본부,서울2본부_사원5,강남_C_병원_3,종합병원,접근,벨로정,2.5mg,92,32200,1
2025-01-07,대구지점,대구지점_사원7,송파_A_병원_7,상급종합,접근,베라스트정,300mg,705,373650,1
2025-01-07,대구지점,대구지점_사원7,송파_A_병원_7,상급종합,접근,벨로정,2.5mg,619,216650,1
2025-01-16,부산지점,부산지점_사원1,해운대_D_병원_6,일반의원,피드백,포트폴듀오정,100mg,24,7920,1
2025-01-22,대구지점,대구지점_1팀장,강남_D_병원_2,상급종합,접근,아키정,100mg,544,816000,1
2025-01-18,대구지점,대구지점_사원5,송파_C_병원_3,종합병원,클로징,담솔정,5mg,233,119995,1
2025-01-18,대구지점,대구지점_사원5,송파_C_병원_3,종합병원,클로징,베라스트정,600mg,120,75600,1
2025-01-20,대전지점,대전지점_사원7,송파_A_병원_1,일반의원,접근,포트폴듀오정,150mg,41,17630,1
2025-01-08,대전지점,대전지점_사원5,송파_D_병원_1,상급종합,피드백,베라스트정,300mg,787,417110,1
2025-01-09,경기남부,경기남부_1팀장,마포_B_병원_4,일반의원,접근,벨로정,2.5mg,12,4200,1
2025-01-09,경기남부,경기남부_1팀장,마포_B_병원_4,일반의원,접근,담솔정,10mg,19,16188,1
2025-01-15,부산지점,부산지점_사원3,강남_C_병원_6,상급종합,PT,베라스트정,600mg,438,275940,1
2025-01-15,부산지점,부산지점_사원3,강남_C_병원_6,상급종합,PT,포트폴듀오정,50mg,597,137310,1
2025-01-12,광주지점,광주지점_사원5,춘천_B_병원_8,일반의원,니즈환기,인장캡슐,400mg,48,102960,1
2025-01-16,부산지점,부산지점_사원3,수원_A_병원_5,일반의원,니즈환기,포트폴듀오정,50mg,37,8510,1
